subject_id,task_id,video_exists,audio_exists,physio_exists,video_duration,audio_duration,physio_duration,status,details
7h5u,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y8c3,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h8s1,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
b9w0,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
cxj0,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
cxj0,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
h8r2,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
cxj0,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
71i5,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
chdf,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
u3v9,speaking,False,True,True,0.0,60.0,60.0,Missing Face,No video file
g9j5,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
71i5,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
p9i3,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
g9j5,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
c3m7,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
g9j5,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
ctzy,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
i9t9,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
m8g5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
h7j3,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
i9t9,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j9h8,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
8i4i,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
9j3o,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
i9t9,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
ql3b,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
j9h8,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
b9w0,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
7h5u,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
4woj,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
6k5f,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
kkf5,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
qw5t,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
b9w0,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
r0a3,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
7m3c,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
qx2o,counting2,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
7m3c,stroop,False,True,True,0.0,60.0,60.0,Missing Face,No video file
d4n6,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
7m3c,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
cxj0,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
kycf,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
4woj,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6g6y,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
6k5f,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
chdf,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
wfsl,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
g9j5,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
wssm,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
6g6y,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
r0a3,math,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
cxj0,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
i9t9,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
e5p4,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
9j3o,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
t6v9,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
g9j5,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
7h5u,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
h8s1,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
i9t9,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
j9h8,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y9z6,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
v8mh,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kycf,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
7m3c,video2,False,False,True,0.0,0.0,118.0,Missing Voice,No video file; No audio file
w2t5,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
r3zm,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
wssm,relax,True,False,True,150.0,0.0,150.0,Missing Voice,No audio file
f6q3,counting1,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
wfsl,reading,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
37ir,counting3,False,False,True,0.0,0.0,60.0,Missing Voice,No video file; No audio file
7m3c,speaking,False,True,True,0.0,60.0,60.0,Missing Face,No video file
uyrl,breathing,False,False,True,0.0,0.0,180.0,Missing Voice,No video file; No audio file
p9i3,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
uyrl,video1,False,False,True,0.0,0.0,174.0,Missing Voice,No video file; No audio file
6g6y,speaking,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
x1q3,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
m8g5,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
r5s8,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
5f7t,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y9z6,breathing,True,False,True,180.0,0.0,180.0,Missing Voice,No audio file
m8g5,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
m8g5,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
y9z6,video1,True,False,True,174.0,0.0,174.0,Missing Voice,No audio file
2hpu,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
v8mh,video2,True,False,True,118.0,0.0,118.0,Missing Voice,No audio file
2z7d,reading,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
k67g,counting2,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
kycf,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
8g4y,math,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
chdf,baseline,True,False,True,60.0,0.0,60.0,Missing Voice,No audio file
kkf5,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
qw5t,stroop,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
y8c3,counting1,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
d4n6,counting3,True,True,True,60.0,60.0,60.0,Aligned,Aligned (60.0s)
